artist,track,album,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_min,energyLiveness
PSY,GANJI (feat. Jessi),PSY 9th,0.919,0.656,-4.247,0.0795,0.00815,0.0,0.0797,0.465,148.107,2.86205,8.230865746549561
PSY,Celeb,PSY 9th,0.832,0.682,-3.828,0.046,0.00905,0.0,0.103,0.94,127.948,3.329433333333333,6.621359223300972
PSY,Now (feat. Hwa Sa),PSY 9th,0.575,0.83,-2.704,0.0421,0.00317,0.0,0.0381,0.504,151.966,3.4663666666666666,21.78477690288714
PSY,Hangover,Hangover,0.698,0.813,-5.171,0.0395,0.00681,3.18e-05,0.103,0.355,150.001,3.9462166666666665,7.893203883495145
PSY,I LUV IT,PSY 8th 4X2=8,0.874,0.764,-3.397,0.0488,0.029,0.0,0.0407,0.887,124.954,3.1496,18.77149877149877
SEGA SOUND TEAM,Undefeatable,Sonic Frontiers Original Soundtrack Stillness & Motion,0.366,0.974,-4.849,0.178,1.63e-05,0.0476,0.344,0.126,200.027,4.414666666666666,2.831395348837209
SEGA SOUND TEAM,Find Your Flame,Sonic Frontiers Original Soundtrack Stillness & Motion,0.446,0.982,-4.508,0.153,5.72e-05,0.000234,0.364,0.23,150.015,4.149783333333334,2.697802197802198
SEGA SOUND TEAM,Break Through It All,Sonic Frontiers Original Soundtrack Stillness & Motion,0.343,0.954,-4.846,0.0795,4.21e-06,0.0964,0.348,0.263,194.918,4.158216666666666,2.741379310344828
SEGA SOUND TEAM,I’m Here,Sonic Frontiers Original Soundtrack Stillness & Motion,0.465,0.907,-5.902,0.0586,0.000298,0.0,0.046,0.162,93.457,4.139116666666666,19.717391304347828
SEGA SOUND TEAM,Palmtree Panic - ”P” mix,SONIC THE HEDGEHOG CD Original Soundtrack (20th Anniversary Edition),0.611,0.897,-9.443,0.0371,0.055,0.927,0.0627,0.597,119.246,2.2266666666666666,14.30622009569378
SEGA SOUND TEAM,Friday Night,????0 ????? ????????????? (Side B),0.586,0.978,-4.884,0.0311,0.00181,0.0113,0.363,0.636,125.826,1.6024833333333333,2.6942148760330578
SEGA SOUND TEAM,One Way Dream,Sonic Frontiers Original Soundtrack Stillness & Motion,0.439,0.879,-6.164,0.0613,0.000454,4.12e-06,0.115,0.455,159.982,5.302883333333333,7.643478260869565
SEGA SOUND TEAM,Cyber Space 1-2: Flowing,Sonic Frontiers Original Soundtrack Stillness & Motion,0.425,0.971,-6.609,0.0421,0.00259,0.696,0.392,0.457,174.964,2.8873333333333333,2.4770408163265305
SEGA SOUND TEAM,Super Sonic Racing,Sonic R Original Soundtrack,0.537,0.982,-2.868,0.0754,0.105,1.88e-05,0.32,0.455,164.99,4.032883333333333,3.06875
SEGA SOUND TEAM,I’m Here - Short Edit,Sonic Frontiers - Main Theme EP,0.482,0.822,-8.37,0.0412,0.00125,0.0,0.06,0.133,93.573,1.7123333333333333,13.7
Jimmy Buffett,Roll Me Up and Smoke Me When I Die - Live,Willie Nelson American Outlaw (Live),0.427,0.813,-9.02,0.0737,0.0713,0.109,0.873,0.344,106.859,2.237783333333333,0.9312714776632302
Jimmy Buffett,Margaritaville,"Changes In Latitudes, Changes In Attitudes",0.8,0.545,-13.637,0.0357,0.711,0.00191,0.104,0.861,124.943,4.182216666666666,5.240384615384616
Jimmy Buffett,On The Road Again - Live,On The Road Again (Live),0.411,0.859,-7.382,0.085,0.0671,0.00201,0.958,0.36,112.228,2.602883333333333,0.8966597077244259
Jimmy Buffett,Come Monday,Living And Dying In 3 / 4 Time,0.617,0.301,-15.393,0.0292,0.776,0.0,0.0914,0.664,111.527,3.19555,3.293216630196937
Jimmy Buffett,A Pirate Looks At Forty,A-1-A,0.565,0.225,-17.384,0.0342,0.79,4.06e-05,0.113,0.415,118.937,3.9226666666666663,1.991150442477876
Jimmy Buffett,Cheeseburger In Paradise,Son Of A Son Of A Sailor,0.698,0.689,-12.529,0.0577,0.167,0.000119,0.0692,0.972,139.997,2.934883333333333,9.95664739884393
Jimmy Buffett,"Changes In Latitudes, Changes In Attitudes","Changes In Latitudes, Changes In Attitudes",0.719,0.44,-15.11,0.0393,0.573,0.000291,0.0681,0.82,125.378,3.288883333333333,6.461086637298092
Jimmy Buffett,Son Of A Son Of A Sailor,Son Of A Son Of A Sailor,0.472,0.18,-18.835,0.034,0.496,1.39e-06,0.111,0.373,123.596,3.434883333333333,1.6216216216216215
Jimmy Buffett,Hey Good Lookin',License to Chill,0.714,0.885,-5.922,0.0411,0.211,3.87e-06,0.255,0.91,141.371,3.054883333333333,3.4705882352941178
Jimmy Buffett,Brown Eyed Girl,One Particular Harbor,0.724,0.694,-12.889,0.0454,0.0702,0.000407,0.153,0.946,132.79,3.9188833333333335,4.5359477124183005
Vanesa Martín,"Y, ¿Si Fuera Ella? - + Es +",#NAME?,0.348,0.536,-5.76,0.0313,0.34,0.0,0.209,0.199,150.586,4.166666666666667,2.5645933014354068
Vanesa Martín,Resistiré,Resistiré,0.704,0.764,-6.508,0.026,0.167,0.0,0.235,0.709,100.018,4.760183333333333,3.2510638297872343
Vanesa Martín,Complicidad (feat. Manuel Medrano),Munay,0.787,0.641,-6.015,0.0897,0.102,2.59e-06,0.104,0.56,103.938,3.9268666666666663,6.163461538461539
Vanesa Martín,Fina Estampa,Mujeres de Fina Estampa,0.595,0.613,-5.066,0.0514,0.63,0.0,0.129,0.833,156.017,3.1191166666666668,4.751937984496124
Vanesa Martín,Si pudiera,Placeres y pecados,0.544,0.7,-5.551,0.0466,0.263,0.0,0.249,0.283,142.7,4.2801833333333335,2.8112449799196786
Vanesa Martín,Quién lo diría,Placeres y pecados,0.5,0.698,-5.079,0.0474,0.0655,0.0,0.102,0.463,100.06,3.1683166666666667,6.8431372549019605
Vanesa Martín,Polvo de mariposas,Crónica de un baile,0.514,0.551,-5.751,0.0335,0.328,0.0,0.144,0.108,147.919,3.872516666666667,3.826388888888889
Vanesa Martín,Inventas,Todas las mujeres que habitan en mí,0.591,0.597,-7.189,0.0833,0.514,0.0,0.108,0.57,172.192,3.608883333333333,5.527777777777778
Vanesa Martín,Cuando no estabas,Placeres y pecados,0.557,0.677,-4.575,0.0713,0.153,0.0,0.296,0.341,174.086,3.1053,2.2871621621621623
Vanesa Martín,Te has perdido quién soy,Munay,0.556,0.566,-6.874,0.0269,0.397,0.0,0.163,0.231,95.003,3.9469666666666665,3.4723926380368093
Jeet Gannguli,Hamari Adhuri Kahani (Title Track),Hamari Adhuri Kahani (Original Motion Picture Soundtrack),0.223,0.359,-7.569,0.0312,0.845,0.0,0.133,0.193,73.059,6.64665,2.6992481203007515
Jeet Gannguli,Dekha Hazaro Dafaa,Rustom (Original Motion Picture Soundtrack),0.411,0.277,-8.844,0.0305,0.903,0.0,0.209,0.345,143.768,3.462533333333333,1.3253588516746413
Jeet Gannguli,Jitni Dafa,Parmanu (Original Motion Picture Soundtrack),0.643,0.513,-7.355,0.0253,0.832,0.000852,0.143,0.25,95.976,3.705033333333333,3.587412587412588
Jeet Gannguli,"Khamoshiyan (From ""Khamoshiyan"")","Khamoshiyan (From ""Khamoshiyan"")",0.524,0.52,-6.838,0.0272,0.643,0.0,0.158,0.259,143.885,5.595166666666667,3.2911392405063293
Jeet Gannguli,"Baatein Ye Kabhi Na (From ""Khamoshiyan"") - Male",Musical Bond: Jeet Gannguli & Arijit Singh,0.558,0.506,-6.761,0.0236,0.704,3.05e-06,0.0896,0.358,90.001,4.816883333333333,5.647321428571429
Jeet Gannguli,Suna Hai,Sanak (Original Motion Picture Soundtrack),0.462,0.472,-6.913,0.0281,0.726,0.000107,0.136,0.238,116.777,3.2222166666666667,3.4705882352941173
Jeet Gannguli,Muskurane - Romantic,Citylights (Original Motion Picture Soundtrack),0.567,0.577,-6.197,0.0264,0.628,0.0,0.132,0.217,101.99,5.572183333333333,4.371212121212121
Jeet Gannguli,Mera Pyar Tera Pyar,Jalebi (Original Motion Picture Soundtrack),0.638,0.471,-7.025,0.0258,0.825,0.0,0.0993,0.381,99.017,4.5895166666666665,4.743202416918429
Jeet Gannguli,Chaahat,Blood Money (Original Motion Picture Soundtrack),0.643,0.401,-6.37,0.0331,0.61,0.0,0.109,0.263,134.89,4.376216666666667,3.678899082568808
Jeet Gannguli,"Khamoshiyan (From ""Khamoshiyan"") - Unplugged",Musical Bond: Jeet Gannguli & Arijit Singh,0.272,0.195,-9.788,0.031,0.947,7.75e-06,0.0862,0.233,89.646,2.5118666666666667,2.262180974477958
Molotov,Frijolero,Dance And Dense Denso,0.774,0.653,-4.304,0.0361,0.107,0.0,0.0609,0.845,95.009,3.5022166666666665,10.722495894909688
Molotov,Gimme Tha Power,Donde Jugaran Las Niñas,0.699,0.657,-9.067,0.0373,0.335,0.0,0.271,0.648,80.89,4.177333333333333,2.4243542435424352
Molotov,Hit Me,Dance And Dense Denso,0.7,0.818,-7.623,0.0362,0.518,0.00018,0.288,0.442,90.041,4.273116666666667,2.8402777777777777
Molotov,Puto,Donde Jugaran Las Niñas,0.83,0.789,-5.385,0.0819,0.0153,1.09e-05,0.0532,0.749,120.047,2.122883333333333,14.830827067669174
Molotov,Amateur (Rock Me Amadeus),Con Todo Respeto,0.537,0.777,-5.129,0.121,0.0119,1.37e-05,0.254,0.543,85.011,4.326666666666667,3.059055118110236
Molotov,Rastaman- Dita,Apocalypshit,0.495,0.96,-4.886,0.0986,0.00407,2.13e-05,0.798,0.905,179.567,3.804883333333333,1.2030075187969924
Molotov,Here We Kum,Dance And Dense Denso,0.804,0.911,-2.881,0.0492,0.0632,0.000101,0.165,0.964,119.944,4.239116666666667,5.5212121212121215
Molotov,Yofo,Eternamiente,0.882,0.8,-5.772,0.0483,0.036,0.0133,0.188,0.978,135.034,3.5142166666666665,4.25531914893617
Molotov,Marciano (I Turned Into A Martian),Con Todo Respeto,0.773,0.863,-5.84,0.0491,0.0413,3.1e-06,0.0742,0.296,109.008,4.1448833333333335,11.630727762803234
Molotov,Pendejo,Pendejo,0.676,0.929,-4.469,0.0572,0.00536,6.82e-05,0.155,0.619,97.979,3.1064833333333333,5.993548387096775
O Rappa,Minha alma (A paz que eu não quero),Lado B Lado A,0.664,0.725,-6.179,0.0897,0.363,1.39e-06,0.272,0.659,96.348,5.062883333333334,2.665441176470588
O Rappa,Anjos (Pra quem tem fé),Nunca Tem Fim (Standard),0.604,0.82,-4.927,0.0401,0.144,0.000133,0.109,0.427,105.019,6.992,7.522935779816513
O Rappa,Pescador de ilusões,Rappa-Mundi,0.698,0.801,-8.366,0.0326,0.0598,3.5e-05,0.205,0.905,93.859,4.09045,3.907317073170732
O Rappa,Auto-reverse,Nunca Tem Fim (Standard),0.668,0.848,-3.94,0.0435,0.0363,5.68e-05,0.071,0.773,95.494,4.751116666666666,11.943661971830986
O Rappa,Me deixa,Lado B Lado A,0.635,0.836,-6.217,0.0517,0.00826,5.72e-06,0.0624,0.336,118.187,4.126666666666667,13.397435897435898
O Rappa,Sentimento - Ao vivo,O Rappa - Acústico Oficina Francisco Brennand (Deluxe) [Ao Vivo],0.438,0.84,-6.303,0.0345,0.115,0.0416,0.95,0.86,92.182,4.213166666666667,0.8842105263157894
O Rappa,O que sobrou do céu,Lado B Lado A,0.374,0.946,-5.6,0.273,0.0889,0.0,0.167,0.702,105.731,3.877783333333333,5.664670658682634
O Rappa,Vapor barato,Rappa-Mundi,0.589,0.681,-9.841,0.0696,0.309,3.26e-06,0.0969,0.867,185.906,4.386216666666667,7.027863777089784
O Rappa,Mar de gente,O silêncio que precede o esporro,0.696,0.878,-5.303,0.0381,0.0053,0.258,0.233,0.885,108.615,5.597783333333333,3.7682403433476392
O Rappa,Súplica cearense,7 Vezes,0.715,0.611,-9.131,0.0679,0.432,0.00219,0.194,0.691,140.045,6.03645,3.149484536082474
Fito y Fitipaldis,Soldadito marinero,Lo mas lejos a tu lado,0.718,0.431,-8.736,0.0314,0.132,0.000165,0.0686,0.324,139.618,4.23955,6.282798833819243
Fito y Fitipaldis,Por la boca vive el pez,Por la boca vive el pez,0.641,0.892,-2.812,0.0303,0.255,1.01e-05,0.221,0.841,151.229,4.48955,4.036199095022624
Fito y Fitipaldis,La casa por el tejado,Lo mas lejos a tu lado,0.734,0.852,-5.632,0.0483,0.323,2.27e-05,0.421,0.89,149.976,4.462666666666666,2.02375296912114
Fito y Fitipaldis,Antes de que cuente diez,Antes de que cuente diez,0.521,0.852,-5.014,0.0624,0.0835,0.0,0.365,0.523,151.012,4.750666666666667,2.334246575342466
Fito y Fitipaldis,Camiseta de Rokanrol,Camiseta de Rokanrol,0.682,0.846,-5.119,0.0525,0.018,0.0,0.0957,0.423,129.993,3.83055,8.84012539184953
Fito y Fitipaldis,Me equivocaría otra vez,Por la boca vive el pez,0.739,0.748,-3.806,0.0269,0.355,2.54e-06,0.177,0.822,132.86,5.104,4.225988700564972
Fito y Fitipaldis,Acabo de llegar,Por la boca vive el pez,0.565,0.87,-3.895,0.0409,0.252,0.000162,0.526,0.886,145.164,6.252,1.6539923954372622
Fito y Fitipaldis,Rojitas las orejas,A Puerta Cerrada,0.683,0.638,-10.8,0.0567,0.441,0.000131,0.121,0.509,157.931,3.73555,5.272727272727273
Fito y Fitipaldis,Me acordé de ti,Antes de que cuente diez,0.545,0.876,-5.837,0.049,0.00672,0.00667,0.101,0.61,166.085,4.086883333333334,8.673267326732672
Fito y Fitipaldis,Cielo hermético,Cada vez cadáver,0.554,0.784,-7.591,0.0696,0.199,1.24e-05,0.084,0.689,167.386,3.98765,9.333333333333334
The Kinks,You Really Got Me,Kinks (Deluxe),0.573,0.939,-6.441,0.0808,0.493,0.0,0.0994,0.963,137.382,2.23755,9.446680080482896
The Kinks,Lola - 2020 Stereo Remaster,"Lola Versus Powerman and the Moneygoround, Pt. 1",0.456,0.894,-4.602,0.037,0.458,0.485,0.0695,0.926,151.333,4.033183333333334,12.863309352517986
The Kinks,All Day and All of the Night,Kinks (Deluxe),0.551,0.86,-7.839,0.0796,0.262,4.57e-06,0.0558,0.723,136.921,2.35845,15.412186379928317
The Kinks,Sunny Afternoon,Face to Face (Deluxe),0.595,0.462,-8.414,0.0259,0.102,0.0,0.0641,0.526,124.991,3.50875,7.207488299531981
The Kinks,Waterloo Sunset,Something Else (Deluxe),0.512,0.69,-6.969,0.0249,0.162,0.0,0.167,0.417,107.839,3.236933333333333,4.131736526946107
The Kinks,A Well Respected Man,Kinda Kinks (Deluxe),0.53,0.873,-5.105,0.118,0.297,0.0,0.0521,0.583,162.154,2.6931166666666666,16.75623800383877
The Kinks,Strangers - 2020 Stereo Remaster,"Lola Versus Powerman and the Moneygoround, Pt. 1",0.458,0.423,-8.647,0.0321,0.254,0.00013,0.118,0.491,126.984,3.3503666666666665,3.5847457627118646
The Kinks,Father Christmas,Come Dancing with the Kinks (The Best of the Kinks 1977-1986),0.512,0.671,-11.042,0.0731,0.0609,0.0,0.247,0.67,153.45,3.70245,2.716599190283401
The Kinks,"Lola - Live at Providence Civic Center, September 1979",One for the Road (Live),0.485,0.782,-12.526,0.0875,0.153,0.0381,0.798,0.482,80.726,4.789,0.9799498746867168
The Kinks,Supersonic Rocket Ship,Everybody's in Show-Biz (Super Deluxe),0.612,0.42,-15.645,0.0443,0.855,0.0166,0.1,0.874,150.125,3.5263,4.199999999999999
Aphex Twin,QKThr,Drukqs,0.463,0.0223,-26.117,0.046,0.993,0.768,0.13,0.0571,78.66,1.4577833333333334,0.1715384615384615
Aphex Twin,Avril 14th,Drukqs,0.558,0.0259,-30.016,0.0458,0.996,0.871,0.0969,0.37,157.811,2.092,0.2672858617131063
Aphex Twin,#3,Selected Ambient Works Volume II,0.167,0.071,-27.108,0.041,0.911,0.855,0.107,0.0613,143.315,7.738216666666666,0.6635514018691588
Aphex Twin,Xtal,Selected Ambient Works 85-92,0.51,0.505,-13.053,0.0344,0.342,0.96,0.117,0.318,114.532,4.895866666666667,4.316239316239316
Aphex Twin,Alberto Balsalm,...I Care Because You Do,0.791,0.599,-13.648,0.145,0.315,0.928,0.111,0.57,93.988,5.179116666666666,5.396396396396396
Aphex Twin,aisatsana [102],Syro,0.26,0.01,-32.894,0.0359,0.98,0.843,0.131,0.0349,101.39,5.3646666666666665,0.0763358778625954
Aphex Twin,I,Selected Ambient Works 85-92,0.183,0.0896,-27.54,0.0486,0.989,0.899,0.107,0.0326,76.923,1.289116666666667,0.8373831775700935
Aphex Twin,Ageispolis,Selected Ambient Works 85-92,0.645,0.393,-17.543,0.043,0.00903,0.89,0.364,0.441,101.757,5.38645,1.0796703296703298
Aphex Twin,180db_ [130],Syro,0.828,0.61,-7.305,0.0648,0.00104,0.894,0.0792,0.566,130.064,3.191116666666667,7.7020202020202015
Aphex Twin,Flim,Come To Daddy,0.71,0.734,-14.932,0.052,0.513,0.836,0.0701,0.4,147.98,2.95155,10.470756062767476
Yiruma,River Flows In You,Yiruma 2nd Album 'First Love' (The Original & the Very First Recording),0.315,0.22,-21.343,0.0514,0.987,0.943,0.0802,0.116,145.195,3.14645,2.743142144638404
Yiruma,River Flows in You,The Best - Reminiscent 10th Anniversary,0.287,0.292,-19.285,0.0541,0.968,0.978,0.09,0.346,145.703,3.638216666666666,3.2444444444444445
Yiruma,Kiss The Rain,Yiruma 3rd Album 'From The Yellow Room' (The Original & the Very First Recording),0.56,0.0519,-22.616,0.0423,0.99,0.905,0.117,0.182,132.691,4.344216666666667,0.4435897435897435
Yiruma,We Contain Multitudes — piano reworks,We Contain Multitudes — piano reworks,0.417,0.0287,-25.066,0.0714,0.994,0.889,0.079,0.285,143.262,4.400883333333334,0.3632911392405063
Yiruma,Sunset Bird,Sunset Bird,0.349,0.191,-16.111,0.0463,0.992,0.936,0.132,0.0414,140.422,3.183333333333333,1.446969696969697
Yiruma,River Flows In You,SOLO,0.385,0.285,-19.837,0.0583,0.966,0.937,0.111,0.267,137.2,3.5093666666666667,2.567567567567567
Yiruma,River Flows in You - Orchestra Version,The Rewritten Memories,0.0863,0.201,-14.365,0.0355,0.915,0.943,0.113,0.0398,74.351,4.754183333333334,1.7787610619469028
Yiruma,Kiss the Rain,The Best - Reminiscent 10th Anniversary,0.557,0.0958,-18.457,0.0542,0.99,0.872,0.145,0.202,112.819,5.006883333333334,0.6606896551724138
Yiruma,Reminiscent,The Best - Reminiscent 10th Anniversary,0.287,0.245,-17.241,0.0381,0.982,0.923,0.0876,0.0626,150.269,3.2022166666666667,2.7968036529680367
Yiruma,May Be,Yiruma 2nd Album 'First Love' (The Original & the Very First Recording),0.467,0.124,-22.377,0.0516,0.992,0.879,0.0912,0.123,112.598,4.008883333333333,1.3596491228070176
Tiziano Ferro,r()t()nda (feat. Tiziano Ferro),c@ra++ere s?ec!@le,0.513,0.781,-5.564,0.204,0.483,0.0,0.347,0.682,78.748,2.659866666666667,2.250720461095101
Tiziano Ferro,Tardes Negras,TZN -The Best Of Tiziano Ferro (Spanish Edition),0.613,0.638,-4.44,0.0323,0.203,0.0,0.112,0.438,136.019,4.378216666666667,5.696428571428571
Tiziano Ferro,No Me Lo Puedo Explicar,TZN -The Best Of Tiziano Ferro (Spanish Edition),0.6,0.458,-6.81,0.0359,0.63,0.0,0.149,0.228,145.984,4.014216666666667,3.073825503355705
Tiziano Ferro,Il Regalo Più Grande,Alla Mia Età,0.401,0.669,-4.69,0.0449,0.576,0.0,0.1,0.31,142.095,3.81,6.69
Tiziano Ferro,El Regalo Mas Grande,El Regalo Mas Grande,0.384,0.668,-5.189,0.0509,0.488,0.0,0.105,0.343,142.802,3.86745,6.361904761904762
Tiziano Ferro,Alucinado,TZN -The Best Of Tiziano Ferro (Spanish Edition),0.602,0.631,-4.065,0.0398,0.0278,8.66e-06,0.127,0.58,149.969,5.02,4.968503937007874
Tiziano Ferro,Ti Scatterò Una Foto,TZN -The Best Of Tiziano Ferro,0.35,0.455,-6.259,0.0325,0.286,0.0,0.0702,0.381,94.286,4.534216666666667,6.481481481481482
Tiziano Ferro,Indietro,Alla Mia Età,0.569,0.723,-3.825,0.035,0.102,0.0,0.349,0.359,90.108,3.666883333333333,2.0716332378223496
Tiziano Ferro,La Vita Splendida,Il Mondo È Nostro,0.556,0.458,-5.78,0.0315,0.871,0.0,0.118,0.182,76.027,4.0218,3.88135593220339
Tiziano Ferro,La Differenza Tra Me E Te,L'amore è una cosa semplice (Special Edition),0.528,0.803,-3.941,0.0402,0.0613,0.0,0.158,0.273,111.887,3.8711166666666665,5.082278481012659
Nando Reis,Pra Você Guardei O Amor,Melim: Melhores do Meu 2020,0.464,0.386,-9.189,0.0385,0.837,0.0,0.207,0.351,89.801,5.730216666666666,1.8647342995169085
Nando Reis,Relicário - Ao Vivo,Cássia Eller Em Casa,0.3,0.7,-6.567,0.036,0.53,0.0,0.186,0.398,165.664,4.108216666666666,3.7634408602150535
Nando Reis,All Star - Ao Vivo,"Nando Reis - Voz e Violão - No Recreio, Vol. 1 (Ao Vivo)",0.512,0.391,-10.4,0.0492,0.889,2.63e-06,0.714,0.277,138.094,3.89355,0.5476190476190477
Nando Reis,Por Onde Andei - Ao Vivo,Um Barzinho e Um Violão,0.304,0.791,-4.995,0.0319,0.375,1.63e-05,0.725,0.391,86.255,4.198883333333334,1.0910344827586207
Nando Reis,De Janeiro a Janeiro,Varrendo a Lua (Deluxe Edition),0.483,0.386,-10.062,0.0285,0.736,0.0,0.115,0.483,80.074,3.1826666666666665,3.3565217391304345
Nando Reis,N,N,0.517,0.479,-8.201,0.028,0.718,0.0,0.115,0.546,149.182,3.5744,4.165217391304347
Nando Reis,Sim,Sim,0.581,0.402,-10.39,0.0277,0.39,5.59e-06,0.107,0.19,74.988,3.831133333333333,3.7570093457943927
Nando Reis,Onde Você Mora?,Onde Você Mora?,0.577,0.468,-10.576,0.0284,0.165,1.19e-06,0.149,0.352,172.032,3.96905,3.1409395973154366
Nando Reis,N,Sim E Não,0.62,0.638,-6.928,0.0283,0.503,0.0,0.261,0.603,76.022,3.5646666666666667,2.444444444444444
Nando Reis,Só Posso Dizer (São Paulo),Jardim - Pomar,0.511,0.541,-8.841,0.0316,0.398,0.0,0.0986,0.719,73.931,3.31275,5.486815415821502
Fernandinho,Grandes Coisas - Ao Vivo,Uma Nova História (ao Vivo),0.45,0.494,-6.311,0.0287,0.252,0.0,0.666,0.158,146.947,4.961333333333333,0.7417417417417417
Fernandinho,Galileu - Ao Vivo,Galileu (ao Vivo),0.54,0.833,-4.432,0.0453,0.0363,0.0,0.952,0.151,115.983,5.42,0.875
Fernandinho,Todas As Coisas - Ao Vivo,Uma Nova História (ao Vivo),0.436,0.484,-6.499,0.028,0.696,0.0,0.629,0.0824,147.407,6.119116666666667,0.7694753577106518
Fernandinho,Uma Nova Histo?ria - Acústico,Acústico,0.527,0.791,-4.195,0.0278,0.00731,0.0,0.252,0.506,147.043,4.633333333333334,3.138888888888889
Fernandinho,Yeshua,Yeshua,0.407,0.456,-9.351,0.0283,0.194,3.88e-05,0.107,0.168,137.867,5.7224,4.261682242990655
Fernandinho,Caia Fogo - Ao Vivo,Teus Sonhos (ao Vivo),0.315,0.607,-6.879,0.0372,0.439,1.73e-06,0.705,0.177,143.538,8.45355,0.8609929078014185
Fernandinho,Pra Sempre - Acústico,Acústico,0.42,0.685,-4.763,0.0304,0.13,0.0,0.0634,0.15,145.874,5.532,10.80441640378549
Fernandinho,Ainda Que a Figueira - Ao Vivo,Uma Nova História (ao Vivo),0.445,0.733,-4.97,0.0291,0.149,0.0,0.596,0.482,93.978,4.378,1.2298657718120805
Fernandinho,Venha o Teu Reino,Venha o Teu Reino,0.432,0.829,-5.746,0.0517,0.00746,4.01e-06,0.112,0.225,140.094,7.466483333333334,7.4017857142857135
Fernandinho,Nada Ale?m do Sangue - Ao Vivo,Sede de Justiça (ao Vivo),0.397,0.528,-8.976,0.0326,0.678,0.0,0.298,0.217,143.958,7.898216666666666,1.7718120805369129
Ana Bárbara,El Ultimo Adiós - Varios Artistas Version,El Ultimo Adiós,0.276,0.572,-7.818,0.0377,0.641,0.0,0.2,0.285,77.986,3.957783333333333,2.8599999999999994
Ana Bárbara,Bandido,Te Atraparé Bandido,0.802,0.849,-5.351,0.081,0.16,0.0,0.105,0.945,96.035,2.9962166666666668,8.085714285714285
Ana Bárbara,Lo Busqué,Loca De Amar,0.79,0.435,-7.921,0.0347,0.697,0.0,0.0723,0.703,124.036,4.598216666666667,6.016597510373444
Ana Bárbara,Loca,Loca De Amar,0.85,0.679,-5.023,0.0742,0.342,0.0,0.299,0.885,99.976,3.09645,2.270903010033445
Ana Bárbara,Color Esperanza / Sólo le Pido a Dios - Versión México,Color Esperanza / Sólo le Pido a Dios (Versión México),0.586,0.885,-5.241,0.0758,0.173,0.0,0.082,0.624,95.989,3.7317833333333335,10.792682926829269
Ana Bárbara,La Trampa,Lo Más Escuchado De,0.725,0.843,-4.576,0.0382,0.335,6.39e-05,0.0691,0.794,91.674,3.216666666666667,12.19971056439942
